0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
chops,smoked pork chops,smoked boneless,bone in hams,fresh hams,smoked   fresh jowls,st  louis ribs,baby back ribs,maple coil sausage,garlic coil sausage,shoulders,bacon,canadian   cottage bacon,pork trimmings,tenderloins,boneless loins,smoked   fresh hocks,whole ribs,cut rib strips,pulled pork,sirloin roasts,pork trimmings,bellies,tenderloins,ground pork,hot links,italian bulk sausage,anduille sausage,all pork weiners,chorizo sausage,pork jerky,pork mince,chorizo ring,ground pork fat (optional),streaky smoked bacon,good quality pork sausages,slices of parma ham,smoked bacon,black pudding,unsmoked bacon medallions,cumberland sausages,pancetta,pork steaks,lard,pork belly,chorizo,salami
