0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114
basa,flounder,hake,scup,smelt,rainbow trout,hardshell clam,blue crab,peekytoe crab,spanner crab,cuttlefish,eastern oyster,pacific oyster,anchovy,herring,lingcod,moi,orange roughy,atlantic ocean perch,lake victoria perch,yellow perch,european oyster,sea urchin,atlantic mackerel,sardines,black sea bass,european sea bass,hybrid striped bass,bream,cod,drum,haddock,hoki,alaska pollock,rockfish,pink salmon,snapper,tilapia,turbot,walleye,lake whitefish,wolffish,hardshell clam,surf clam,cockle,jonah crab,snow crab,crayfish,bay scallop,chinese white shrimp,sablefish,atlantic salmon,coho salmon,skate,dungeness crab,king crab,blue mussel,greenshell mussel,pink shrimp,escolar,chinook salmon,chum salmon,american shad,arctic char,carp,catfish,dory,grouper,halibut,monkfish,pompano,dover sole,sturgeon,tilefish,wahoo,yellowtail,abalone,conch,stone crab,american lobster,spiny lobster,octopus,black tiger shrimp,freshwater shrimp,gulf shrimp,pacific white shrimp,squid,barramundi,cusk,dogfish,kingklip,mahimahi,opah,mako shark,swordfish,albacore tuna,yellowfin tuna,geoduck clam,squat lobster,sea scallop,rock shrimp,barracuda,chilean sea bass,cobia,croaker,eel,blue marlin,mullet,sockeye salmon,bluefin tuna,tuna,fillets skinless and boneless fish fillets,tuna in spring water,smoked mackerel,anchovies (plus oil from tin)
