0,1,2,3,4,5,6,7,8,9,10,11,12,13
chicken thighs,chicken mince,ground chicken,chicken breast,boneless chicken thighs,chicken breast fillet,diced chicken breast,mini chicken breast fillets,chicken drumstick,chicken wings,whole chicken,chicken thighs (skin off),small chicken,chicken stock cube
