0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
acerola – west indian cherry,apricots,avocado,blackcurrant,breadfruit,cantaloupe,carambola,cherimoya,cherries,coconut meat,custard-apple,date fruit,durian,feijoa,figs,grapes,guava,honeydew melon,jackfruit,java-plum,jujube fruit,kiwifruit,kumquat,longan,loquat,lychee,mango,mangosteen,mulberries,nectarine,olives,papaya,passion fruit,peaches,pear,persimmon – japanese,pitaya,dragonfruit,pineapple,pitanga,plantain,plums,pomegranate,prickly pear,prunes,pummelo,quince,rhubarb,rose-apple,sapodilla,"sapote, mamey",soursop,sugar-apple,tamarind,watermelon,mango chutney,ackee,aubergines,red apples,large avocados
