0,1,2,3,4,5,6,7,8,9,10,11,12
duck thighs,duck mince,ground duck,duck breast,boneless duck thighs,duck thighs,duck breast fillet,diced duck breast,mini duck breast fillets,duck drumstick,duck wings,whole duck,goose fat
