0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
7 bone roast,baseball steak,beef alternative merchandising,beef clod,beef shank,beefsteak,blade steak,bottom sirloin,brisket,chateaubriand,chuck steak,cow's trotters,cube steak,delmonico steak,entrecote,filet mignon,flank steak,flap steak,flat iron steak,ground beef,beef hache,minced beef,hanger steak,oxtail,picanha,beef plate,popeseye steak,ranch steak,rib eye steak,rib steak,round steak,rump steak,short loin,short ribs,shoulder tender,silverside,sirloin steak,skirt steak,spare ribs,standing rib roast,strip steak,t bone steak,beef tenderloin,top sirloin,tournedos,tri tip,beef,minute steaks,beef mince,beef shin pieces,stewing/braising steak
