0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131
misc,rolled oats,cold water,honey,salt,bunch of parsley,large british lion eggs,garam masala,"natural yoghurt, to serve",a few dollops of gran luchito tomatillo salsa,sesame seeds,"2 tsp dried fenugreek leaves, soaked in 1 tsp hot water",worcestershire sauce,sheet puff pastry,red pesto,runny honey,plain flour,sriracha,tabasco,apple cider vinegar,oregano,thymet,cumin,"water, as needed",ice cubes,mint leaves,buckwheat soba noodles,handful of coriander,cornflour,chilli oil (we use lee kum kee),a casserole pot / ovenproof saucepan with lid,a razor / a very sharp knife,heaped tsp smoked paprika,garlic power,dijon mustard,capers,miso paste,tahini,mirin,maldon sea salt,a generous sprig of rosemary,pimento or all spice,"2x250g pouches of tilda coconut, chilli & lemongrass cooked rice",large jar of pickles,mayonnaise,ketchup,french’s mustard,baking powder,vanilla essence,cinnamon,maple syrup,& perrins,level tbsp white miso,instant packet noodles,curry powder,fish sauce,korean chilli flakes,handful of pomegranate seeds,eggs (we use british lion because they guarantee the highest standards of food safety),white wine vinegar or lemon juice,"empty 330ml or 440ml can — either will work, but smaller cans balance best",fennel seeds (optional),harissa,kewpie mayo (can use normal mayo),wasabi paste (can use horseradish),bay leaves,sumac,cocoa powder,"vanilla extract or 1 vanilla pod, seeds scraped",cayenne,‘nduja paste,za’atar,whole spices,large handfuls of tortilla chips,cardamom pods,handful of coriander (to serve),fennel bulbs,maggi sauce,3% cbd oil*,mayonnaise (vegan options also suitable),pickle brine,mayo,fresh dill,wasabi,gochujang,plant based mince (we use meatless farm),five-spice,bottles of beer (we use corona),jerk seasoning,browning or soy sauce,dried ramen noodles (4 packets),meatless farm mince,vodka,chipotle in adobo,marmite,leftover turkey,"sriracha, to serve",red chillis (deseed for a milder heat),ready-to-eat jasmine rice,over ripened mashed plantain,casarecce pasta (or any tube pasta),"chicken, around 1.5kg",hirata buns (easy to buy at morrisons or sainsbury’s frozen section),chocolate of your choice for topping,large or 8 small wraps/flatbreads,sugar (caster/brown/granulated),"baby gem lettuces, cos, or iceberg",basmati rice (we use tilda),pimento seeds,lentils (in water),sachet of smoky bbq seasoning mix for fajitas,hp sauce,cornstarch,"neutral oil, for greasing",fast-action dried yeast,malted drink,balti curry paste,colemans mint sauce (barney’s favourite),sweet tea,non-stick spray,bloody mary mix,galangal,stalks lemongrass,star anise,margarine,large lemongrass stick,balsamic glaze,teriyaki marinade,filo pastry,agave nectar,sage leaves,wyke farms mature cheddar
