0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
mandarin,citron,pomelo,orange,tangerine,lemon,kaffir lime,lime,key lime,kumquat,clementine,blood orange,grapefruit,meyer lemon,tangelo,persian lime,sweet lime,yuzu,ugli fruit,lime zest,lemon zest,orange zest,a slice of lemon,fresh lime juice,lemons or limes,squeeze of lime
