0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
cabbage,green cabbage,red cabbage,broccoli,broccoli rabe,brussel sprouts,cauliflower,collard greens,kale,hispi cabbages,fresh callaloo,choi,cavolo nero,kimchi,large broccoli heads,tender-stem broccoli
