0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
turnip,radishes,celeriac,parsnips,carrots,lotus root,crosne,kohlrabi,turmeric,artichokes,water chestnut,ginger,knob of ginger,large carrots,beetroot,parsnips (2 per head)
