0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
red lentils,brown lentils,green lentils,yellow lentils,lentils,black lentils,beluga lentils,dal,puy,puy lentils,dry beans,black beans,red kidney beans,adzuki beans,black gram,navy beans,broad beans,faba beans,bambara beans,lupins,vetches,branston baked beans,beansprouts,kidney beans (1 tin)
