0,1,2,3,4,5,6,7,8,9,10,11,12
sugar,cane sugar,white sugar,brown sugar,muscavado,demerara,turbinado,whole cane sugar,liquid sugar,icing sugar,caster sugar,golden syrup,granulated sugar
