0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165
spaghettoni,spaghetti,spaghettini,fedelini,vermicelloni,vermicelli,capellini,capelli dangelo,barbina,bucatini,perciatelli,fusilli lunghi,fusilli bucati,pici,ziti,zitoni,spaghetti alla chitarra,ciriole,bavette,bavettine,fettuce,fettuccine,fettucelle,lagane,lasagne,lasagnette,lasagnotte,linguettine,linguine,mafalde,mafaldine,pappardelle,pillus,pizzoccheri,sagnarelli,scialatelli,scilatielli,stringozzi,tagliatelle,taglierini,trenette,tripoline,calamarata,calamaretti,cannelloni,cavatappi,cellentani,chifferi,ditalini,fideuà,gomito,elicoidali,fagioloni,fusilli,garganelli,gemelli,maccheroncelli,maltagliati,manicotti,marziani,mezzani pasta,mezze penne,mezzi bombardoni,mostaccioli,paccheri,pasta al ceppo,penne,penne rigate,penne lisce,penne zita,pennette,pennoni,rigatoncini,rigatoni,sagne ncannulate,spirali,spiralini,trenne,trennette,tortiglioni,tuffoli,campanelle,capunti,casarecce,cavatelli,cencioni,conchiglie,conchiglioni,corzetti,creste di galli,croxetti,farfalle,farfalloni,fiorentine,fiori,foglie dulivo,gigli,gramigna,lanterne,lumache,lumaconi,maltagliati,mandala,marille,orecchiette,pipe,quadrefiore,radiatori,ricciolini,ricciutelle,rotelle,rotini,strozzapreti,torchio,trofie,gnocchi,passatelli,spätzle,alfabeto,anelli,anellini,couscous,conchigliette,corallini,ditali,ditalini,egg barley,farfalline,fideos,filini,fregula,funghini,israeli couscous,occhi di pernice,orzo,risoni,pastina,pearl pasta,ptitim,quadrettini,risi,seme di melone,stelle,stelline,stortini,tarhana,agnolotti,cannelloni,casoncelli,casonsèi,casunziei,fagottini,maultasche,mezzelune,occhi di lupo,pelmeni,pierogi,ravioli,sacchettoni,tortellini,casarecce pasta,macaroni,fresh gnocchi,tube pasta,leftover risotto,cannelloni tubes
