0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
rice,white rice,brown rice,black rice,aborio rice,basmati rice,jasmin rice,red cargo rice,parboiled rice,sticky rice,sushi rice,valencia rice,long grain white rice,wlid rice,calrose,jasmine rice,arborio risotto, paella rice
