0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185
adams pearmain,alkmene,allington pippin,annie elizabeth,anniversary,ard cairn russet,arthur turner,ashmeads kernel,autumn pearmain,bakers delicious,beauty of bath,beauty of kent,beeley pippin,belle de boskoop,beryl,bess pool,bismark or bismarck,blenheim orange,bloody ploughman,bountiful,bowhill pippin,braeburn,bramleys seedling,brownlees russet,bushey grove,cameo,captain kidd,catshead,charles ross,chivers delight,christmas pearmain,claygate pearmain,cornish aromatic,cornish pine/cornish gilliflower,court pendu plat,coxs orange pippin,coxs pomona,crawley beauty,crispin,cutler grieve,darcy spice,deacons millennium,devonshire quarrendon,discovery,duchesss favourite,duke of devonshire (syn  allspice),early victoria or emneth early,ecklinville,edward vii,egremont russet,ellisons orange,elstar,elton beauty,empire,epicure or laxtons epicure,eves delight,exquisite or laxtons exquisite,falstaff,fiesta,forge,french crab,frogmore prolific,fuji,gala   also royal gala,gascoynes scarlet,gavin,george cave,george neal,gloster 69,golden delicious,golden noble,golden spire,granny smith,gravenstein,greensleeves,grenadier,hambledon deux ans,harvey or doctor harvey,hoary morning,holstein,howgate wonder,idared,ingrid marie,irish peach,isle of wight pippin,isle of wight russet,james grieve,jazz,john standish,jonagold,jonagored,jonathan,jupiter,kanzi,katy or katja,kent or malling kent,keswick codlin,kidds orange red,king george v,king luscious,king of the pippins,lady henniker,lady sudeley,lanes prince albert,laxtons fortune,laxtons superb,lemoen,lemon pippin,lemon queen,liberty,little pax,lodi,lord derby,lord grosvenor,lord hindlip,lord lambourne,mabbotts pearmain,madresfield court,margil,marys apple,may queen,mere de menage,merton beauty,merton russet,merton worcester,monarch,mother or american mother,nettlestone pippin,newton wonder,nonpareil,norfolk beefing,norfolk royal,notaris or notarisappel,orleans reinette,osnabrucker reinette,pearl,peasgoods nonsuch,pink lady,pitmaston pine apple,polka,queen,red delicious,red devil,red millers seedling,reinette du canada,reinette rouge etoile,reverend w  wilks,ribston pippin,rival,rosemary russet,ross nonpareil,royal george,saint cecilia,saturn,scarlet bramley,sheeps nose,sir john thorneycroft,spartan,st edmunds russet or st edmundspippin,steyne seedling,stirling castle,stobo castle,sturmer pippin,sunset,sweet caroline,tentation,the alverstone apple,thorle pippin,tom putt,tower of glamis,tydemans early worcester,tydemans late orange,upton pyne,wagener,waltz syn telemon,warners king,wealthy,white melrose,white transparent,winston,winter banana,worcester pearmain,wyken pippin,zoete ermgaard,bramley apples,apple juice
